url,breakpoint,attrID,property,declared,computed,status
https://mosaic.moksaweb.com/moksa/,_,board,backgroundColor,"rgb(22,24,28)","rgb(22, 24, 28)",ok
https://mosaic.moksaweb.com/moksa/,_,board,paddingLeft,40px,40px,ok
https://mosaic.moksaweb.com/moksa/,_,board,paddingRight,40px,40px,ok
https://mosaic.moksaweb.com/moksa/,_,board,fontFamily,"'Noto Sans TC','PingFang TC','Hiragino Sans TC','Microsoft JhengHei',sans-serif","""Noto Sans TC"", ""PingFang TC"", ""Hiragino Sans TC"", ""Microsoft JhengHei"", sans-serif",ok
https://mosaic.moksaweb.com/moksa/,_,contact,backgroundColor,"rgb(250,250,247)","rgb(250, 250, 247)",ok
https://mosaic.moksaweb.com/moksa/,_,contact,paddingLeft,40px,40px,ok
https://mosaic.moksaweb.com/moksa/,_,contact,paddingRight,40px,40px,ok
https://mosaic.moksaweb.com/moksa/,_,contact,fontFamily,"'Noto Sans TC','PingFang TC','Hiragino Sans TC','Microsoft JhengHei',sans-serif","""Noto Sans TC"", ""PingFang TC"", ""Hiragino Sans TC"", ""Microsoft JhengHei"", sans-serif",ok
https://mosaic.moksaweb.com/moksa/,_,figure,backgroundColor,"rgb(250,250,247)","rgb(250, 250, 247)",ok
https://mosaic.moksaweb.com/moksa/,_,figure,paddingLeft,40px,40px,ok
https://mosaic.moksaweb.com/moksa/,_,figure,paddingRight,40px,40px,ok
https://mosaic.moksaweb.com/moksa/,_,figure,fontFamily,"'Noto Sans TC','PingFang TC','Hiragino Sans TC','Microsoft JhengHei',sans-serif","""Noto Sans TC"", ""PingFang TC"", ""Hiragino Sans TC"", ""Microsoft JhengHei"", sans-serif",ok
https://mosaic.moksaweb.com/moksa/,_,matrix,backgroundColor,"rgb(243,243,239)","rgb(243, 243, 239)",ok
https://mosaic.moksaweb.com/moksa/,_,matrix,paddingLeft,40px,40px,ok
https://mosaic.moksaweb.com/moksa/,_,matrix,paddingRight,40px,40px,ok
https://mosaic.moksaweb.com/moksa/,_,matrix,fontFamily,"'Noto Sans TC','PingFang TC','Hiragino Sans TC','Microsoft JhengHei',sans-serif","""Noto Sans TC"", ""PingFang TC"", ""Hiragino Sans TC"", ""Microsoft JhengHei"", sans-serif",ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-a-0,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-a-0,justifyContent,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-a-0,alignItems,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-a-1,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-a-1,justifyContent,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-a-1,alignItems,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-a-2,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-a-2,justifyContent,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-a-2,alignItems,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-b-0,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-b-0,justifyContent,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-b-0,alignItems,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-b-1,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-b-1,justifyContent,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-b-1,alignItems,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-b-2,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-b-2,justifyContent,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-ar-b-2,alignItems,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-city,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-board-city,customStyles:height,34px,34px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-code,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-code,columnGap,8px,8px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-head,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-head,justifyContent,space-between,space-between,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-head,columnGap,20px,20px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-head,rowGap,8px,8px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-head,customStyles:flex-wrap,wrap,wrap,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-in,width,100%,viewport- or parent-relative,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-board-in,maxWidth,1240px,1240px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-in,marginLeft,auto,auto resolves to a used value (60px),not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-board-in,marginRight,auto,auto resolves to a used value (60px),not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-board-pad,paddingTop,72px,72px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-pad,paddingBottom,72px,72px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-row,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-row,alignItems,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-row,columnGap,26px,26px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-row,marginTop,34px,34px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-row,customStyles:flex-wrap,wrap,wrap,ok
https://mosaic.moksaweb.com/moksa/,_,mk-board-utc,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-board-utc,customStyles:height,34px,34px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-caret-row,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-caret-row,alignItems,center,center,ok
https://mosaic.moksaweb.com/moksa/,_,mk-caret-row,marginTop,10px,10px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-head,display,grid,grid,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-head,gridCols,84px 1fr,84px 1156px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-head,columnGap,0px,0px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-head,alignItems,start,start,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-head,paddingTop,22px,22px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-head,customStyles:border-top,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-contact-in,width,100%,viewport- or parent-relative,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-contact-in,maxWidth,1240px,1240px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-in,marginLeft,auto,auto resolves to a used value (60px),not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-contact-in,marginRight,auto,auto resolves to a used value (60px),not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-contact-pad,paddingTop,84px,84px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-pad,paddingBottom,96px,96px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-0,display,grid,grid,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-0,gridCols,150px 1fr,150px 986px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-0,columnGap,20px,20px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-0,alignItems,baseline,baseline,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-0,paddingTop,15px,15px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-0,paddingBottom,15px,15px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-0,customStyles:border-top,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-1,display,grid,grid,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-1,gridCols,150px 1fr,150px 986px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-1,columnGap,20px,20px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-1,alignItems,baseline,baseline,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-1,paddingTop,15px,15px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-1,paddingBottom,15px,15px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-1,customStyles:border-top,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-2,display,grid,grid,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-2,gridCols,150px 1fr,150px 986px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-2,columnGap,20px,20px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-2,alignItems,baseline,baseline,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-2,paddingTop,15px,15px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-2,paddingBottom,15px,15px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-2,customStyles:border-top,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-3,display,grid,grid,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-3,gridCols,150px 1fr,150px 986px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-3,columnGap,20px,20px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-3,alignItems,baseline,baseline,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-3,paddingTop,15px,15px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-3,paddingBottom,15px,15px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-r-3,customStyles:border-top,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-contact-rows,marginTop,34px,34px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-rows,display,grid,grid,ok
https://mosaic.moksaweb.com/moksa/,_,mk-contact-rows,rowGap,0px,0px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-1,backgroundColor,"rgb(255,90,54)","rgb(255, 90, 54)",ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-1,color,"rgb(22,24,28)","rgb(22, 24, 28)",ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-1,paddingLeft,22px,22px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-1,paddingRight,22px,22px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-1,paddingTop,13px,13px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-1,paddingBottom,13px,13px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-1,customStyles:border,"1px solid rgb(255,90,54)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-cta-1,fontSize,13px,13px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-1,fontFamily,"'IBM Plex Mono',ui-monospace,SFMono-Regular,Menlo,Consolas,monospace","""IBM Plex Mono"", ui-monospace, SFMono-Regular, Menlo, Consolas, monospace",ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-1,letterSpacing,0.1em,1.3px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-1,radius,0px,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-cta-1,cursor,pointer,pointer,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-1,transitionAll,180ms ease,composite or raw value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,backgroundColor,"rgba(0,0,0,0)","rgba(0, 0, 0, 0)",ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,color,"rgb(22,24,28)","rgb(22, 24, 28)",ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,paddingLeft,0px,0px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,paddingRight,0px,0px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,paddingTop,13px,13px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,paddingBottom,13px,13px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,customStyles:border,"1px solid rgba(0,0,0,0)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,customStyles:border-bottom-color,"rgb(22,24,28)","rgb(22, 24, 28)",ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,fontSize,13px,13px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,fontFamily,"'IBM Plex Mono',ui-monospace,SFMono-Regular,Menlo,Consolas,monospace","""IBM Plex Mono"", ui-monospace, SFMono-Regular, Menlo, Consolas, monospace",ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,letterSpacing,0.1em,1.3px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,radius,0px,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,cursor,pointer,pointer,ok
https://mosaic.moksaweb.com/moksa/,_,mk-cta-2,transitionAll,180ms ease,composite or raw value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fig-0,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-0,alignItems,baseline,baseline,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-0,columnGap,0px,0px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-0,customStyles:font-variant-numeric,tabular-nums,tabular-nums,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-0-d0,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fig-0-d0,customStyles:--d,0ms,0ms,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-1,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-1,alignItems,baseline,baseline,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-1,columnGap,0px,0px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-1,customStyles:font-variant-numeric,tabular-nums,tabular-nums,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-1-d0,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fig-1-d0,customStyles:--d,0ms,0ms,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-1-d1,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fig-1-d1,customStyles:--d,70ms,70ms,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-1-d2,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fig-1-d2,customStyles:--d,140ms,140ms,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-2,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-2,alignItems,baseline,baseline,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-2,columnGap,0px,0px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-2,customStyles:font-variant-numeric,tabular-nums,tabular-nums,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-2-d0,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fig-2-d0,customStyles:--d,0ms,0ms,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-2-d1,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fig-2-d1,customStyles:--d,70ms,70ms,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-3,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-3,alignItems,baseline,baseline,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-3,columnGap,0px,0px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-3,customStyles:font-variant-numeric,tabular-nums,tabular-nums,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-3-d0,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fig-3-d0,customStyles:--d,0ms,0ms,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-3-d1,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fig-3-d1,customStyles:--d,70ms,70ms,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig-3-d2,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fig-3-d2,customStyles:--d,140ms,140ms,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-grid,display,grid,grid,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-grid,gridCols,1fr 44px 1fr 44px 1fr,384px 44px 384px 44px 384px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-grid,columnGap,0px,0px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-grid,rowGap,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-grid,marginTop,34px,34px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-head,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-head,justifyContent,space-between,space-between,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-head,columnGap,20px,20px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-head,rowGap,8px,8px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-head,customStyles:flex-wrap,wrap,wrap,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-in,width,100%,viewport- or parent-relative,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-in,maxWidth,1240px,1240px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-in,marginLeft,auto,auto resolves to a used value (60px),not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-in,marginRight,auto,auto resolves to a used value (60px),not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-pad,paddingTop,82px,82px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fig2-pad,paddingBottom,82px,82px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-0,paddingTop,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-0,paddingBottom,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-0,paddingLeft,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-0,paddingRight,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-0,customStyles:border,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-1,paddingTop,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-1,paddingBottom,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-1,paddingLeft,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-1,paddingRight,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-1,customStyles:border,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-2,paddingTop,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-2,paddingBottom,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-2,paddingLeft,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-2,paddingRight,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-a-2,customStyles:border,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-0,paddingTop,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-0,paddingBottom,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-0,paddingLeft,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-0,paddingRight,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-0,customStyles:border,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-1,paddingTop,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-1,paddingBottom,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-1,paddingLeft,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-1,paddingRight,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-1,customStyles:border,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-2,paddingTop,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-2,paddingBottom,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-2,paddingLeft,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-2,paddingRight,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-b-2,customStyles:border,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-0,paddingTop,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-0,paddingBottom,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-0,paddingLeft,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-0,paddingRight,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-0,customStyles:border,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-1,paddingTop,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-1,paddingBottom,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-1,paddingLeft,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-1,paddingRight,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-1,customStyles:border,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-2,paddingTop,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-2,paddingBottom,14px,14px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-2,paddingLeft,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-2,paddingRight,16px,16px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-fl-c-2,customStyles:border,"1px solid rgba(22,24,28,.16)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-flap-0,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-flap-0,customStyles:height,86px,86px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-flap-0,customStyles:background,"rgb(30,32,37)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-flap-0,customStyles:padding,0 16px,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-flap-0,customStyles:border,"1px solid rgba(250,250,247,.14)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-flap-1,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-flap-1,customStyles:height,86px,86px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-flap-1,customStyles:background,"rgb(30,32,37)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-flap-1,customStyles:padding,0 16px,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-flap-1,customStyles:border,"1px solid rgba(250,250,247,.14)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-flap-2,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-flap-2,customStyles:height,86px,86px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-flap-2,customStyles:background,"rgb(30,32,37)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-flap-2,customStyles:padding,0 16px,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-flap-2,customStyles:border,"1px solid rgba(250,250,247,.14)",no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-hl1-mask,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-hl1-mask,customStyles:padding-bottom,.08em,1.28px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-hl2-mask,customStyles:overflow,hidden,no computed value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-hl2-mask,customStyles:padding-bottom,.08em,1.28px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-0,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-0,columnGap,8px,8px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-0,alignItems,baseline,baseline,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-0,cursor,pointer,pointer,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-0,color,"rgb(107,109,113)","rgb(107, 109, 113)",ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-0,fontFamily,"'IBM Plex Mono',ui-monospace,SFMono-Regular,Menlo,Consolas,monospace","""IBM Plex Mono"", ui-monospace, SFMono-Regular, Menlo, Consolas, monospace",ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-0,fontSize,10px,10px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-0,letterSpacing,0.14em,1.4px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-0,transitionAll,220ms ease,composite or raw value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-idx-1,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-1,columnGap,8px,8px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-1,alignItems,baseline,baseline,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-1,cursor,pointer,pointer,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-1,color,"rgb(107,109,113)","rgb(107, 109, 113)",ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-1,fontFamily,"'IBM Plex Mono',ui-monospace,SFMono-Regular,Menlo,Consolas,monospace","""IBM Plex Mono"", ui-monospace, SFMono-Regular, Menlo, Consolas, monospace",ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-1,fontSize,10px,10px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-1,letterSpacing,0.14em,1.4px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-1,transitionAll,220ms ease,composite or raw value,not-comparable
https://mosaic.moksaweb.com/moksa/,_,mk-idx-2,display,flex,flex,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-2,columnGap,8px,8px,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-2,alignItems,baseline,baseline,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-2,cursor,pointer,pointer,ok
https://mosaic.moksaweb.com/moksa/,_,mk-idx-2,color,"rgb(107,109,113)","rgb(107, 109, 113)",ok
